Station,Date_wthr,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,day_wthr,month_wthr,year_wthr,CodeSum_lb,Tmax:Tmin:Sunst,Tavg:WB,Hot_wet,DP:Tmin,P:sea:WB,T_diff,Dry,Dry_Wet_Diff,month_cat,DewPoint:Sunrise
1,2010-09-02,83.0,65.0,74.0,68,70.0,0.0,9.0,518.0,1826.0,RA BR,0.0,0.0,1.55,29.09,29.81,5.6,21,6.9,2,9,2010,25,32868.0,5180.0,128.65,4420.0,68.30929218383093,0,1,0,1,35224.0
2,2010-09-02,83.0,66.0,75.0,67,70.0,0.0,10.0,518.0,1826.0,TSRA RA BR,0.0,0.0,0.92,29.15,29.8,7.0,21,7.9,2,9,2010,84,31042.0,5250.0,76.36,4422.0,68.4731543624161,0,1,0,1,34706.0
1,2010-09-03,70.0,56.0,63.0,52,57.0,2.0,0.0,519.0,1824.0, ,0.0,0.0,0.01,29.11,29.82,15.3,28,15.7,3,9,2010,0,25536.0,3591.0,0.7000000000000001,2912.0,55.64285714285714,0,1,0,1,26988.0
2,2010-09-03,72.0,57.0,65.0,51,57.0,0.0,0.0,519.0,1824.0, ,0.0,0.0,0.0,29.17,29.81,15.7,28,16.1,3,9,2010,0,27360.0,3705.0,0.0,2907.0,55.77624958067763,0,1,1,1,26469.0
1,2010-09-04,68.0,51.0,60.0,44,51.0,5.0,0.0,520.0,1822.0, ,0.0,0.0,0.01,29.25,29.96,11.3,29,11.9,4,9,2010,0,30974.0,3060.0,0.68,2244.0,49.79138851802403,0,0,1,1,22880.0
2,2010-09-04,68.0,52.0,60.0,43,51.0,5.0,0.0,520.0,1822.0,RA,0.0,0.0,0.01,29.31,29.95,11.3,30,11.9,4,9,2010,23,29152.0,3060.0,0.68,2236.0,49.910183639399,0,0,1,1,22360.0
1,2010-09-05,76.0,49.0,63.0,50,56.0,2.0,0.0,521.0,1821.0,RA,0.0,0.0,0.01,29.21,29.95,7.9,20,9.0,5,9,2010,23,49167.0,3528.0,0.76,2450.0,54.616360601001674,1,1,1,1,26050.0
2,2010-09-05,77.0,52.0,65.0,48,56.0,0.0,0.0,521.0,1821.0, ,0.0,0.0,0.01,29.28,29.95,7.2,20,8.0,5,9,2010,0,45525.0,3640.0,0.77,2496.0,54.74724540901503,1,1,1,1,25008.0
1,2010-09-06,82.0,66.0,74.0,52,61.0,0.0,9.0,522.0,1819.0, ,0.0,0.0,0.01,29.12,29.83,14.2,20,14.9,6,9,2010,0,29104.0,4514.0,0.8200000000000001,3432.0,59.54810593362387,0,1,1,1,27144.0
2,2010-09-06,84.0,68.0,76.0,50,60.0,0.0,11.0,522.0,1819.0, ,0.0,0.0,0.0,29.18,29.83,13.8,20,14.3,6,9,2010,0,29104.0,4560.0,0.0,3400.0,58.69259135098894,0,1,1,1,26100.0
1,2010-09-07,77.0,58.0,68.0,49,58.0,0.0,3.0,523.0,1817.0, ,0.0,0.0,0.0,29.21,29.9,17.4,25,18.8,7,9,2010,0,34523.0,3944.0,0.0,2842.0,56.66153846153847,0,1,1,1,25627.0
2,2010-09-07,79.0,60.0,70.0,47,58.0,0.0,5.0,523.0,1817.0, ,0.0,0.0,0.01,29.28,29.89,16.2,25,17.2,7,9,2010,0,34523.0,4060.0,0.79,2820.0,56.816326530612244,0,1,1,1,24581.0
1,2010-09-08,71.0,51.0,61.0,48,54.0,4.0,0.0,524.0,1815.0, ,0.0,0.0,0.0,29.39,30.09,3.9,32,6.5,8,9,2010,0,36300.0,3294.0,0.0,2448.0,52.74376869391824,0,1,1,1,25152.0
2,2010-09-08,71.0,53.0,62.0,47,54.0,3.0,0.0,524.0,1815.0, ,0.0,0.0,0.0,29.44,30.08,3.7,34,7.8,8,9,2010,0,32670.0,3348.0,0.0,2491.0,52.851063829787236,0,1,1,1,24628.0
1,2010-09-09,67.0,50.0,59.0,49,54.0,6.0,0.0,525.0,1814.0, ,0.0,0.0,0.0,29.36,30.09,5.7,3,6.5,9,9,2010,0,30838.0,3186.0,0.0,2450.0,52.68993020937189,0,1,0,1,25725.0
2,2010-09-09,68.0,53.0,61.0,49,55.0,4.0,0.0,525.0,1814.0, ,0.0,0.0,0.0,29.42,30.08,5.2,4,6.9,9,9,2010,0,27210.0,3355.0,0.0,2597.0,53.79321808510639,0,1,1,1,25725.0
1,2010-09-10,72.0,55.0,64.0,51,58.0,1.0,0.0,526.0,1812.0, ,0.0,0.0,0.0,29.24,29.98,8.3,9,9.4,10,9,2010,0,30804.0,3712.0,0.0,2805.0,56.56837891927952,0,1,1,1,26826.0
2,2010-09-10,72.0,59.0,66.0,50,57.0,0.0,1.0,526.0,1812.0, ,0.0,0.0,0.0,29.29,29.96,9.9,10,11.0,10,9,2010,0,23556.0,3762.0,0.0,2950.0,55.725300400534046,0,1,1,1,26300.0
1,2010-09-11,75.0,58.0,67.0,55,59.0,0.0,2.0,527.0,1810.0,RA BR,0.0,0.0,0.24,29.15,29.87,1.9,24,9.4,11,9,2010,25,30770.0,3953.0,18.0,3190.0,57.57783729494476,0,1,0,1,28985.0
2,2010-09-11,75.0,59.0,67.0,54,59.0,0.0,2.0,527.0,1810.0,RA BR,0.0,0.0,0.16,29.21,29.86,1.6,24,8.9,11,9,2010,25,28960.0,3953.0,12.0,3186.0,57.71567314132619,0,1,0,1,28458.0
1,2010-09-12,83.0,54.0,69.0,51,59.0,0.0,4.0,528.0,1809.0, ,0.0,0.0,0.0,29.29,30.0,7.5,26,7.9,12,9,2010,0,52461.0,4071.0,0.0,2754.0,57.60366666666666,1,1,1,1,26928.0
2,2010-09-12,83.0,53.0,68.0,50,59.0,0.0,3.0,528.0,1809.0, ,0.0,0.0,0.0,29.36,29.99,7.9,25,8.2,12,9,2010,0,54270.0,4012.0,0.0,2650.0,57.76058686228743,1,1,1,1,26400.0
1,2010-09-13,82.0,57.0,70.0,50,59.0,0.0,5.0,529.0,1807.0, ,0.0,0.0,0.0,29.29,30.01,4.9,31,6.1,13,9,2010,0,45175.0,4130.0,0.0,2850.0,57.58447184271909,1,1,1,1,26450.0
2,2010-09-13,82.0,61.0,72.0,53,60.0,0.0,7.0,529.0,1807.0, ,0.0,0.0,0.0,29.35,29.99,1.0,26,4.6,13,9,2010,0,37947.0,4320.0,0.0,3233.0,58.719573191063695,0,1,1,1,28037.0
1,2010-09-14,77.0,54.0,66.0,49,57.0,0.0,1.0,530.0,1805.0, ,0.0,0.0,0.0,29.38,30.1,3.8,5,4.9,14,9,2010,0,41515.0,3762.0,0.0,2646.0,55.63654485049833,1,1,1,1,25970.0
2,2010-09-14,77.0,58.0,68.0,48,57.0,0.0,3.0,530.0,1805.0, ,0.0,0.0,0.0,29.44,30.08,4.6,7,5.6,14,9,2010,0,34295.0,3876.0,0.0,2784.0,55.787234042553195,0,1,1,1,25440.0
1,2010-09-15,75.0,59.0,67.0,54,60.0,0.0,2.0,531.0,1803.0, ,0.0,0.0,0.01,29.25,30.01,7.6,12,9.1,15,9,2010,0,28848.0,4020.0,0.75,3186.0,58.48050649783406,0,1,1,1,28674.0
2,2010-09-15,75.0,61.0,68.0,52,59.0,0.0,3.0,531.0,1803.0,RA BR,0.0,0.0,0.04,29.31,30.0,7.4,12,8.5,15,9,2010,25,25242.0,4012.0,3.0,3172.0,57.643,0,1,1,1,27612.0
1,2010-09-16,69.0,53.0,61.0,56,59.0,4.0,0.0,532.0,1760.0,RA,0.0,0.0,0.16,29.19,29.88,6.6,33,11.4,16,9,2010,23,28160.0,3599.0,11.040000000000001,2968.0,57.63755020080322,0,1,0,1,29792.0
2,2010-09-16,70.0,57.0,64.0,55,59.0,1.0,0.0,532.0,1760.0,BR HZ,0.0,0.0,0.03,29.24,29.87,7.4,33,12.9,16,9,2010,3,22880.0,3776.0,2.1,3135.0,57.75560763307666,0,1,0,1,29260.0
1,2010-09-17,74.0,49.0,62.0,50,56.0,3.0,0.0,533.0,1758.0, ,0.0,0.0,0.0,29.36,30.07,3.8,19,4.5,17,9,2010,0,43950.0,3472.0,0.0,2450.0,54.677751912204855,1,1,1,1,26650.0
2,2010-09-17,74.0,51.0,63.0,49,56.0,2.0,0.0,533.0,1758.0, ,0.0,0.0,0.0,29.42,30.06,3.9,19,4.8,17,9,2010,0,40434.0,3528.0,0.0,2499.0,54.80771789753826,1,1,1,1,26117.0
1,2010-09-18,65.0,58.0,62.0,55,58.0,3.0,0.0,535.0,1756.0,TSRA BR,0.0,0.0,0.35,29.42,30.13,3.9,3,6.5,18,9,2010,73,12292.0,3596.0,22.75,3190.0,56.633255891138404,0,1,0,1,29425.0
2,2010-09-18,66.0,60.0,63.0,55,58.0,2.0,0.0,535.0,1756.0,TSRA RA,0.0,0.0,0.22,29.49,30.12,2.0,3,7.3,18,9,2010,83,10536.0,3654.0,14.52,3300.0,56.78685258964143,0,1,0,1,29425.0
1,2010-09-19,67.0,55.0,61.0,49,55.0,4.0,0.0,536.0,1755.0,RA,0.0,0.0,0.01,29.46,30.18,7.1,4,7.9,19,9,2010,23,21060.0,3355.0,0.67,2695.0,53.687872763419485,0,1,1,1,26264.0
2,2010-09-19,68.0,56.0,62.0,48,55.0,3.0,0.0,536.0,1755.0,RA,0.0,0.0,0.01,29.51,30.17,7.4,4,8.4,19,9,2010,23,21060.0,3410.0,0.68,2688.0,53.79681803115678,0,1,1,1,25728.0
1,2010-09-20,75.0,62.0,69.0,60,63.0,0.0,4.0,537.0,1753.0, ,0.0,0.0,0.01,29.29,30.04,4.5,12,6.6,20,9,2010,0,22789.0,4347.0,0.75,3720.0,61.427097203728366,0,1,0,1,32220.0
2,2010-09-20,77.0,63.0,70.0,60,64.0,0.0,5.0,537.0,1753.0, ,0.0,0.0,0.01,29.35,30.02,5.4,12,7.0,20,9,2010,0,24542.0,4480.0,0.77,3780.0,62.57161892071952,0,1,0,1,32220.0
1,2010-09-21,88.0,68.0,78.0,64,68.0,0.0,13.0,538.0,1751.0,TSRA RA,0.0,0.0,0.05,29.16,29.87,10.8,22,11.6,21,9,2010,83,35020.0,5304.0,4.4,4352.0,66.38366253766321,0,1,0,1,34432.0
2,2010-09-21,89.0,67.0,78.0,62,67.0,0.0,13.0,538.0,1751.0,TSRA RA,0.0,0.0,0.03,29.23,29.86,9.2,22,10.3,21,9,2010,83,38522.0,5226.0,2.67,4154.0,65.58640321500334,1,1,0,1,33356.0
1,2010-09-22,74.0,63.0,69.0,61,63.0,0.0,4.0,539.0,1749.0, ,0.0,0.0,0.0,29.31,30.02,2.8,6,6.0,22,9,2010,0,19239.0,4347.0,0.0,3843.0,61.509993337774816,0,1,0,1,32879.0
2,2010-09-22,75.0,64.0,70.0,61,63.0,0.0,5.0,539.0,1749.0,BR,0.0,0.0,0.0,29.38,30.01,1.8,8,5.2,22,9,2010,2,19239.0,4410.0,0.0,3904.0,61.67744085304898,0,1,0,1,32879.0
1,2010-09-23,89.0,65.0,77.0,62,68.0,0.0,12.0,540.0,1748.0, ,0.0,0.0,0.0,29.15,29.88,16.6,20,17.1,23,9,2010,0,41952.0,5236.0,0.0,4030.0,66.33868808567604,1,1,1,1,33480.0
2,2010-09-23,90.0,66.0,78.0,61,68.0,0.0,13.0,540.0,1748.0,BR,0.0,0.0,0.0,29.21,29.87,14.5,21,14.9,23,9,2010,2,41952.0,5304.0,0.0,4026.0,66.49748911951791,1,1,1,1,32940.0
1,2010-09-24,80.0,56.0,68.0,54,59.0,0.0,3.0,541.0,1746.0,RA BR,0.0,0.0,0.26,29.18,29.88,15.6,25,17.3,24,9,2010,25,41904.0,4012.0,20.8,3024.0,57.61780455153949,1,1,0,1,29214.0
2,2010-09-24,79.0,57.0,68.0,53,59.0,0.0,3.0,541.0,1746.0,RA BR,0.0,0.0,0.2,29.24,29.87,14.8,25,16.6,24,9,2010,25,38412.0,4012.0,15.8,3021.0,57.75560763307666,1,1,1,1,28673.0
1,2010-09-25,60.0,52.0,56.0,43,49.0,9.0,0.0,542.0,1744.0, ,0.0,0.0,0.0,29.4,30.11,6.8,36,8.9,25,9,2010,0,13952.0,2744.0,0.0,2236.0,47.844569910328794,0,0,1,1,23306.0
2,2010-09-25,60.0,52.0,56.0,43,49.0,9.0,0.0,542.0,1744.0,RA,0.0,0.0,0.01,29.45,30.1,7.4,36,9.5,25,9,2010,23,13952.0,2744.0,0.6,2236.0,47.94186046511628,0,0,1,1,23306.0
1,2010-09-26,60.0,50.0,55.0,45,49.0,10.0,0.0,543.0,1742.0,RA,0.0,0.0,0.01,29.4,30.13,9.5,2,10.1,26,9,2010,23,17420.0,2695.0,0.6,2250.0,47.81281115167607,0,0,0,1,24435.0
2,2010-09-26,60.0,52.0,56.0,44,50.0,9.0,0.0,543.0,1742.0,RA,0.0,0.0,0.05,29.45,30.12,11.2,2,11.8,26,9,2010,23,13936.0,2800.0,3.0,2288.0,48.88778220451527,0,0,1,1,23892.0
1,2010-09-27,65.0,48.0,57.0,45,50.0,8.0,0.0,544.0,1741.0, ,0.0,0.0,0.0,29.18,29.95,1.4,2,4.9,27,9,2010,0,29597.0,2850.0,0.0,2160.0,48.71452420701169,0,0,0,1,24480.0
2,2010-09-27,63.0,49.0,56.0,46,50.0,9.0,0.0,544.0,1741.0,RA HZ,0.0,0.0,0.01,29.24,29.95,0.6,7,2.7,27,9,2010,45,24374.0,2800.0,0.63,2254.0,48.81469115191987,0,0,0,1,25024.0
1,2010-09-28,71.0,46.0,59.0,45,52.0,6.0,0.0,545.0,1739.0, ,0.0,0.0,0.0,29.07,29.8,2.5,2,3.7,28,9,2010,0,43475.0,3068.0,0.0,2070.0,50.72617449664429,1,0,1,1,24525.0
2,2010-09-28,70.0,46.0,58.0,44,51.0,7.0,0.0,545.0,1739.0, ,0.0,0.0,0.0,29.13,29.79,2.1,6,3.7,28,9,2010,0,41736.0,2958.0,0.0,2024.0,49.87009063444109,1,0,1,1,23980.0
1,2010-09-29,75.0,52.0,64.0,48,55.0,1.0,0.0,546.0,1737.0, ,0.0,0.0,0.0,29.09,29.81,5.4,22,5.7,29,9,2010,0,39951.0,3520.0,0.0,2496.0,53.671586715867164,1,1,1,1,26208.0
2,2010-09-29,76.0,50.0,63.0,45,54.0,2.0,0.0,546.0,1737.0, ,0.0,0.0,0.0,29.15,29.81,5.1,21,5.5,29,9,2010,0,45162.0,3402.0,0.0,2250.0,52.80442804428044,1,1,1,1,24570.0
1,2010-09-30,74.0,52.0,63.0,49,55.0,2.0,0.0,547.0,1735.0, ,0.0,0.0,0.0,29.23,29.93,8.3,36,9.3,30,9,2010,0,38170.0,3465.0,0.0,2548.0,53.71366521884397,1,1,1,1,26803.0
2,2010-09-30,75.0,53.0,64.0,49,55.0,1.0,0.0,547.0,1735.0, ,0.0,0.0,0.0,29.29,29.91,8.3,1,10.1,30,9,2010,0,38170.0,3520.0,0.0,2597.0,53.85991307255098,1,1,1,1,26803.0
1,2010-10-01,73.0,48.0,61.0,44,52.0,4.0,0.0,548.0,1734.0,RA BR,0.0,0.0,0.08,29.31,30.04,4.2,29,6.2,1,10,2010,25,43350.0,3172.0,5.84,2112.0,50.73635153129161,1,0,1,1,24112.0
2,2010-10-01,74.0,49.0,62.0,43,52.0,3.0,0.0,548.0,1734.0,RA,0.0,0.0,0.02,29.38,30.04,3.9,28,5.6,1,10,2010,23,43350.0,3224.0,1.48,2107.0,50.85752330226365,1,0,1,1,23564.0
1,2010-10-02,57.0,45.0,51.0,41,46.0,14.0,0.0,549.0,1732.0,RA,0.0,0.0,0.26,29.47,30.18,15.2,36,15.4,2,10,2010,23,20784.0,2346.0,14.82,1845.0,44.91782637508283,0,0,0,1,22509.0
2,2010-10-02,55.0,46.0,51.0,42,47.0,14.0,0.0,549.0,1732.0,RA DZ,0.0,0.0,0.25,29.52,30.16,17.5,36,17.8,2,10,2010,34,15588.0,2397.0,13.75,1932.0,46.0026525198939,0,0,0,1,23058.0
1,2010-10-03,56.0,42.0,49.0,39,44.0,16.0,0.0,550.0,1730.0,RA,0.0,0.0,0.08,29.64,30.36,10.3,1,11.3,3,10,2010,23,24220.0,2156.0,4.48,1638.0,42.95652173913044,0,0,0,1,21450.0
2,2010-10-03,57.0,43.0,50.0,38,44.0,15.0,0.0,550.0,1730.0,RA,0.0,0.0,0.01,29.68,30.35,9.7,36,11.0,3,10,2010,23,24220.0,2200.0,0.5700000000000001,1634.0,43.02866556836903,0,0,1,1,20900.0
1,2010-10-04,60.0,38.0,49.0,39,45.0,16.0,0.0,552.0,1729.0, ,0.0,0.0,0.0,29.65,30.38,2.4,2,3.6,4,10,2010,0,38038.0,2205.0,0.0,1482.0,43.918696510862404,1,0,1,1,21528.0
2,2010-10-04,59.0,41.0,50.0,39,45.0,15.0,0.0,552.0,1729.0, ,0.0,0.0,0.0,29.7,30.38,2.0,3,4.4,4,10,2010,0,31122.0,2250.0,0.0,1599.0,43.99275839368005,0,0,1,1,21528.0
1,2010-10-05,68.0,39.0,54.0,38,46.0,11.0,0.0,553.0,1727.0, ,0.0,0.0,0.0,29.59,30.33,1.3,32,3.5,5,10,2010,0,50083.0,2484.0,0.0,1482.0,44.87767886580943,1,0,1,1,21014.0
2,2010-10-05,66.0,40.0,53.0,37,46.0,12.0,0.0,553.0,1727.0, ,0.0,0.0,0.0,29.65,30.34,0.7,36,2.7,5,10,2010,0,44902.0,2438.0,0.0,1480.0,44.95385629531971,1,0,1,1,20461.0
1,2010-10-06,78.0,46.0,62.0,44,53.0,3.0,0.0,554.0,1725.0, ,0.0,0.0,0.0,29.33,30.07,7.0,28,7.9,6,10,2010,0,55200.0,3286.0,0.0,2024.0,51.695710009976715,1,0,1,1,24376.0
2,2010-10-06,78.0,45.0,62.0,43,52.0,3.0,0.0,554.0,1725.0, ,0.0,0.0,0.0,29.39,30.08,6.7,27,7.3,6,10,2010,0,56925.0,3224.0,0.0,1935.0,50.80718085106383,1,0,1,1,23822.0
1,2010-10-07,76.0,49.0,63.0,39,50.0,2.0,0.0,555.0,1724.0, ,0.0,0.0,0.0,29.36,30.08,5.8,30,6.2,7,10,2010,0,46548.0,3150.0,0.0,1911.0,48.8031914893617,1,0,1,1,21645.0
2,2010-10-07,76.0,49.0,63.0,40,51.0,2.0,0.0,555.0,1724.0, ,0.0,0.0,0.0,29.42,30.08,2.9,31,4.5,7,10,2010,0,46548.0,3213.0,0.0,1960.0,49.880984042553195,1,0,1,1,22200.0
1,2010-10-08,79.0,48.0,64.0,40,52.0,1.0,0.0,556.0,1722.0, ,0.0,0.0,0.0,29.31,30.03,7.0,24,7.3,8,10,2010,0,53382.0,3328.0,0.0,1920.0,50.75324675324675,1,0,1,1,22240.0
2,2010-10-08,79.0,49.0,64.0,37,51.0,1.0,0.0,556.0,1722.0, ,0.0,0.0,0.0,29.37,30.03,7.0,24,7.1,8,10,2010,0,51660.0,3264.0,0.0,1813.0,49.879120879120876,1,0,1,1,20572.0
1,2010-10-09,86.0,55.0,71.0,52,59.0,0.0,6.0,557.0,1720.0, ,0.0,0.0,0.0,29.25,29.98,2.5,24,3.6,9,10,2010,0,53320.0,4189.0,0.0,2860.0,57.563375583722475,1,1,1,1,28964.0
2,2010-10-09,87.0,56.0,72.0,49,59.0,0.0,7.0,557.0,1720.0, ,0.0,0.0,0.0,29.31,29.97,3.9,24,4.2,9,10,2010,0,53320.0,4248.0,0.0,2744.0,57.7007007007007,1,1,1,1,27293.0
1,2010-10-10,84.0,57.0,71.0,50,59.0,0.0,6.0,558.0,1719.0, ,0.0,0.0,0.0,29.16,29.89,4.0,25,4.1,10,10,2010,0,46413.0,4189.0,0.0,2850.0,57.55904984944797,1,1,1,1,27900.0
2,2010-10-10,84.0,59.0,72.0,50,59.0,0.0,7.0,558.0,1719.0, ,0.0,0.0,0.0,29.23,29.88,3.7,25,3.9,10,10,2010,0,42975.0,4248.0,0.0,2950.0,57.7165327978581,1,1,1,1,27900.0
1,2010-10-11,82.0,54.0,68.0,52,58.0,0.0,3.0,559.0,1717.0, ,0.0,0.0,0.0,29.12,29.83,2.2,3,4.0,11,10,2010,0,48076.0,3944.0,0.0,2808.0,56.61951055983909,1,1,1,1,29068.0
2,2010-10-11,81.0,57.0,69.0,53,59.0,0.0,4.0,559.0,1717.0, ,0.0,0.0,0.0,29.18,29.82,1.5,34,4.3,11,10,2010,0,41208.0,4071.0,0.0,3021.0,57.733735747820255,1,1,1,1,29627.0
1,2010-10-12,76.0,52.0,64.0,54,58.0,1.0,0.0,600.0,1715.0, ,0.0,0.0,0.0,29.21,29.92,3.3,6,3.9,12,10,2010,0,41160.0,3712.0,0.0,2808.0,56.62366310160427,1,1,0,1,32400.0
2,2010-10-12,76.0,54.0,65.0,54,59.0,0.0,0.0,600.0,1715.0, ,0.0,0.0,0.0,29.26,29.91,3.1,6,5.0,12,10,2010,0,37730.0,3835.0,0.0,2916.0,57.71782012704781,1,1,0,1,32400.0
1,2010-10-13,66.0,47.0,57.0,46,52.0,8.0,0.0,602.0,1714.0,TSRA RA,0.0,0.0,0.1,29.35,30.06,7.2,35,8.6,13,10,2010,83,32566.0,2964.0,6.6000000000000005,2162.0,50.771789753825686,0,0,1,1,27692.0
2,2010-10-13,63.0,48.0,56.0,48,53.0,9.0,0.0,602.0,1714.0,TSRA,0.0,0.0,0.26,29.4,30.05,7.3,36,8.3,13,10,2010,72,25710.0,2968.0,16.38,2304.0,51.853577371048246,0,0,0,1,28896.0
1,2010-10-14,66.0,43.0,55.0,32,45.0,10.0,0.0,603.0,1712.0, ,0.0,0.0,0.0,29.21,29.96,7.2,27,9.2,14,10,2010,0,39376.0,2475.0,0.0,1376.0,43.87349799732977,1,0,1,1,19296.0
2,2010-10-14,66.0,43.0,55.0,32,45.0,10.0,0.0,603.0,1712.0, ,0.0,0.0,0.0,29.28,29.96,6.5,27,8.0,14,10,2010,0,39376.0,2475.0,0.0,1376.0,43.97863818424566,1,0,1,1,19296.0
1,2010-10-15,63.0,44.0,54.0,41,47.0,11.0,0.0,604.0,1711.0, ,0.0,0.0,0.0,29.34,30.06,6.4,1,8.1,15,10,2010,0,32509.0,2538.0,0.0,1804.0,45.87425149700599,0,0,1,1,24764.0
2,2010-10-15,62.0,47.0,55.0,41,47.0,10.0,0.0,604.0,1711.0, ,0.0,0.0,0.0,29.4,30.05,6.6,36,9.2,15,10,2010,0,25665.0,2585.0,0.0,1927.0,45.983361064891845,0,0,1,1,24764.0
1,2010-10-16,71.0,40.0,56.0,39,48.0,9.0,0.0,605.0,1709.0,BR,0.0,0.0,0.0,29.31,30.04,8.0,23,9.1,16,10,2010,2,52979.0,2688.0,0.0,1560.0,46.83355525965379,1,0,1,1,23595.0
2,2010-10-16,71.0,44.0,58.0,39,48.0,7.0,0.0,605.0,1709.0, ,0.0,0.0,0.0,29.38,30.04,6.4,22,7.1,16,10,2010,0,46143.0,2784.0,0.0,1716.0,46.94540612516644,1,0,1,1,23595.0
1,2010-10-17,65.0,47.0,56.0,36,46.0,9.0,0.0,606.0,1707.0, ,0.0,0.0,0.0,29.35,30.08,3.7,1,5.4,17,10,2010,0,30726.0,2576.0,0.0,1692.0,44.883643617021285,0,0,1,1,21816.0
2,2010-10-17,64.0,48.0,56.0,38,47.0,9.0,0.0,606.0,1707.0, ,0.0,0.0,0.0,29.41,30.08,3.6,3,5.3,17,10,2010,0,27312.0,2632.0,0.0,1824.0,45.95312500000001,0,0,1,1,23028.0
1,2010-10-18,61.0,43.0,52.0,40,47.0,13.0,0.0,607.0,1706.0, ,0.0,0.0,0.0,29.29,30.02,5.0,4,6.2,18,10,2010,0,30708.0,2444.0,0.0,1720.0,45.85709526982012,0,0,1,1,24280.0
2,2010-10-18,60.0,45.0,53.0,41,47.0,12.0,0.0,607.0,1706.0, ,0.0,0.0,0.0,29.35,30.02,4.1,5,5.6,18,10,2010,0,25590.0,2491.0,0.0,1845.0,45.9510326449034,0,0,1,1,24887.0
1,2010-10-19,60.0,39.0,50.0,35,43.0,15.0,0.0,608.0,1704.0, ,0.0,0.0,0.0,29.23,29.98,6.1,27,7.2,19,10,2010,0,35784.0,2150.0,0.0,1365.0,41.924282855236825,0,0,1,1,21280.0
2,2010-10-19,61.0,40.0,51.0,35,44.0,14.0,0.0,608.0,1704.0, ,0.0,0.0,0.0,29.29,29.98,5.3,28,6.4,19,10,2010,0,35784.0,2244.0,0.0,1400.0,42.987324883255496,0,0,1,1,21280.0
1,2010-10-20,70.0,44.0,57.0,35,46.0,8.0,0.0,610.0,1703.0, ,0.0,0.0,0.01,29.03,29.76,10.2,26,12.1,20,10,2010,0,44278.0,2622.0,0.7000000000000001,1540.0,44.87163978494624,1,0,1,1,21350.0
2,2010-10-20,70.0,46.0,58.0,35,46.0,7.0,0.0,610.0,1703.0, ,0.0,0.0,0.01,29.09,29.77,9.9,26,12.2,20,10,2010,0,40872.0,2668.0,0.7000000000000001,1610.0,44.94927779643937,1,0,1,1,21350.0
1,2010-10-21,56.0,38.0,47.0,30,40.0,18.0,0.0,611.0,1701.0, ,0.0,0.0,0.0,29.25,29.96,9.4,30,10.0,21,10,2010,0,30618.0,1880.0,0.0,1140.0,39.0520694259012,0,0,1,1,18330.0
2,2010-10-21,56.0,41.0,49.0,29,40.0,16.0,0.0,611.0,1701.0, ,0.0,0.0,0.0,29.31,29.96,8.5,30,8.8,21,10,2010,0,25515.0,1960.0,0.0,1189.0,39.13217623497997,0,0,1,1,17719.0
1,2010-10-22,64.0,33.0,49.0,31,42.0,16.0,0.0,612.0,1660.0, ,0.0,0.0,0.02,29.34,30.07,5.8,21,6.5,22,10,2010,0,51460.0,2058.0,1.28,1023.0,40.980379115397405,1,0,1,1,18972.0
2,2010-10-22,65.0,37.0,51.0,29,42.0,14.0,0.0,612.0,1660.0, ,0.0,0.0,0.01,29.41,30.08,4.9,21,5.1,22,10,2010,0,46480.0,2142.0,0.65,1073.0,41.06449468085107,1,0,1,1,17748.0
1,2010-10-23,65.0,54.0,60.0,47,53.0,5.0,0.0,613.0,1658.0,RA BR,0.0,0.0,0.1,29.2,29.94,10.0,21,11.4,23,10,2010,25,18238.0,3180.0,6.5,2538.0,51.69004676018704,0,0,1,1,28811.0
2,2010-10-23,67.0,54.0,61.0,43,52.0,4.0,0.0,613.0,1658.0,TSRA RA BR,0.0,0.0,0.21,29.26,29.95,9.8,20,10.3,23,10,2010,84,21554.0,3172.0,14.07,2322.0,50.80200333889817,0,0,1,1,26359.0
1,2010-10-24,72.0,54.0,63.0,53,57.0,2.0,0.0,614.0,1657.0,RA BR,0.0,0.0,0.05,28.98,29.74,8.4,21,9.6,24,10,2010,25,29826.0,3591.0,3.6,2862.0,55.54337592468057,0,1,0,1,32542.0
2,2010-10-24,73.0,57.0,65.0,51,57.0,0.0,0.0,614.0,1657.0,TSRA,0.0,0.0,1.01,29.05,29.74,7.7,20,8.5,24,10,2010,72,26512.0,3705.0,73.73,2907.0,55.67753866845999,0,1,1,1,31314.0
1,2010-10-25,72.0,56.0,64.0,56,60.0,1.0,0.0,616.0,1656.0,BR,0.0,0.0,0.0,28.74,29.5,11.6,19,12.4,25,10,2010,2,26496.0,3840.0,0.0,3136.0,58.45423728813559,0,1,0,1,34496.0
2,2010-10-25,72.0,57.0,65.0,56,60.0,0.0,0.0,616.0,1656.0,BR,0.0,0.0,0.01,28.8,29.5,10.1,19,10.7,25,10,2010,2,24840.0,3900.0,0.72,3192.0,58.57627118644068,0,1,0,1,34496.0
1,2010-10-26,70.0,54.0,62.0,47,53.0,3.0,0.0,617.0,1654.0,RA BR,0.0,0.0,0.24,28.55,29.25,24.1,21,26.3,26,10,2010,25,26464.0,3286.0,16.8,2538.0,51.73162393162393,0,0,1,1,28999.0
