Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum_lb
1,89.0,66.0,78.0,70,72.0,0.0,13.0,416.0,416.0,0.0,0.0,0.45,28.92,29.64,11.5,18,12.1,31
2,89.0,69.0,79.0,70,73.0,0.0,14.0,416.0,416.0,0.0,0.0,0.08,28.98,29.63,11.0,18,11.8,84
1,73.0,64.0,69.0,63,65.0,0.0,4.0,417.0,417.0,0.0,0.0,0.02,28.89,29.59,12.6,21,13.4,23
2,75.0,66.0,71.0,62,65.0,0.0,6.0,417.0,417.0,0.0,0.0,0.02,28.95,29.59,12.9,21,13.4,0
1,71.0,62.0,67.0,59,62.0,0.0,2.0,417.0,417.0,0.0,0.0,0.01,28.9,29.6,11.4,26,12.7,25
2,72.0,63.0,68.0,60,63.0,0.0,3.0,417.0,417.0,0.0,0.0,0.05,28.96,29.6,12.6,26,13.5,25
1,68.0,60.0,64.0,56,59.0,1.0,0.0,417.0,417.0,0.0,0.0,0.0,29.08,29.76,9.4,29,9.6,0
2,68.0,60.0,64.0,55,59.0,1.0,0.0,417.0,417.0,0.0,0.0,0.0,29.13,29.76,8.5,29,8.7,0
1,79.0,58.0,69.0,53,60.0,0.0,4.0,417.0,417.0,0.0,0.0,0.0,29.21,29.92,2.5,10,4.6,0
2,78.0,61.0,70.0,52,60.0,0.0,5.0,417.0,417.0,0.0,0.0,0.01,29.28,29.91,3.9,9,5.8,23
1,81.0,57.0,69.0,53,60.0,0.0,4.0,418.0,418.0,0.0,0.0,0.0,29.23,29.94,5.8,9,6.9,0
2,80.0,64.0,72.0,53,61.0,0.0,7.0,418.0,418.0,0.0,0.0,0.0,29.28,29.93,6.5,9,7.0,0
1,81.0,65.0,73.0,63,67.0,0.0,8.0,418.0,418.0,0.0,0.0,0.03,29.08,29.8,6.9,21,10.8,45
2,80.0,67.0,74.0,64,67.0,0.0,9.0,418.0,418.0,0.0,0.0,0.14,29.15,29.79,6.4,21,9.2,25
1,81.0,63.0,72.0,54,61.0,0.0,7.0,419.0,419.0,0.0,0.0,0.0,29.28,29.98,9.1,30,9.6,0
2,81.0,65.0,73.0,53,61.0,0.0,8.0,419.0,419.0,0.0,0.0,0.0,29.34,29.97,7.2,30,8.6,0
1,81.0,59.0,70.0,56,62.0,0.0,5.0,419.0,419.0,0.0,0.0,0.0,29.35,30.06,3.7,8,5.4,0
2,80.0,63.0,72.0,55,62.0,0.0,7.0,419.0,419.0,0.0,0.0,0.0,29.41,30.04,3.9,8,5.9,0
1,88.0,60.0,74.0,62,67.0,0.0,9.0,419.0,419.0,0.0,0.0,0.01,29.28,30.0,8.2,17,9.4,0
2,89.0,66.0,78.0,61,67.0,0.0,13.0,419.0,419.0,0.0,0.0,0.03,29.34,29.99,9.2,16,10.6,70
1,89.0,72.0,81.0,62,68.0,0.0,16.0,420.0,420.0,0.0,0.0,0.0,29.24,29.96,14.3,18,14.9,0
2,89.0,70.0,80.0,63,68.0,0.0,15.0,420.0,420.0,0.0,0.0,0.01,29.31,29.95,10.4,18,10.8,53
1,94.0,71.0,83.0,70,74.0,0.0,18.0,420.0,420.0,0.0,0.0,0.0,29.25,29.95,3.9,24,8.3,2
2,93.0,73.0,83.0,71,74.0,0.0,18.0,420.0,420.0,0.0,0.0,0.0,29.31,29.94,3.1,23,7.5,2
1,84.0,69.0,77.0,57,65.0,0.0,12.0,421.0,421.0,0.0,0.0,0.0,29.28,29.98,4.7,2,5.9,0
2,86.0,70.0,78.0,58,65.0,0.0,13.0,421.0,421.0,0.0,0.0,0.0,29.33,29.96,4.4,3,6.1,0
1,89.0,65.0,77.0,55,64.0,0.0,12.0,422.0,422.0,0.0,0.0,0.0,29.26,29.97,2.9,5,4.3,0
2,88.0,68.0,78.0,53,63.0,0.0,13.0,422.0,422.0,0.0,0.0,0.0,29.32,29.95,3.3,7,4.5,18
1,91.0,68.0,80.0,60,68.0,0.0,15.0,422.0,422.0,0.0,0.0,0.0,29.25,29.96,5.2,28,6.2,0
2,92.0,67.0,80.0,59,68.0,0.0,15.0,422.0,422.0,0.0,0.0,0.0,29.31,29.94,4.9,26,5.6,0
1,86.0,70.0,78.0,61,67.0,0.0,13.0,423.0,423.0,0.0,0.0,0.01,29.27,29.97,5.7,4,7.5,0
2,87.0,71.0,79.0,60,67.0,0.0,14.0,423.0,423.0,0.0,0.0,0.0,29.33,29.95,5.9,4,7.3,0
1,82.0,63.0,73.0,53,62.0,0.0,8.0,423.0,423.0,0.0,0.0,0.01,29.22,29.95,5.1,7,6.2,23
2,81.0,66.0,74.0,55,63.0,0.0,9.0,423.0,423.0,0.0,0.0,0.07,29.28,29.93,5.7,7,7.1,23
1,86.0,61.0,74.0,51,62.0,0.0,9.0,424.0,424.0,0.0,0.0,0.0,29.17,29.88,5.1,6,6.0,0
2,86.0,65.0,76.0,52,63.0,0.0,11.0,424.0,424.0,0.0,0.0,0.0,29.22,29.86,5.2,4,6.5,0
1,91.0,61.0,76.0,58,66.0,0.0,11.0,425.0,425.0,0.0,0.0,0.0,29.21,29.92,5.2,19,5.9,0
2,90.0,67.0,79.0,60,68.0,0.0,14.0,425.0,425.0,0.0,0.0,0.0,29.27,29.9,5.4,18,6.5,0
1,91.0,74.0,83.0,68,72.0,0.0,18.0,425.0,425.0,0.0,0.0,0.01,29.18,29.89,9.3,19,9.7,19
2,91.0,75.0,83.0,67,72.0,0.0,18.0,425.0,425.0,0.0,0.0,0.01,29.23,29.87,7.8,19,8.1,19
1,88.0,71.0,80.0,71,74.0,0.0,15.0,426.0,426.0,0.0,0.0,0.39,29.12,29.82,5.5,25,8.5,19
2,90.0,70.0,80.0,70,74.0,0.0,15.0,426.0,426.0,0.0,0.0,0.13,29.18,29.81,5.3,24,8.0,73
1,87.0,70.0,79.0,63,69.0,0.0,14.0,427.0,427.0,0.0,0.0,0.01,29.25,29.94,5.6,2,7.7,23
2,88.0,71.0,80.0,64,69.0,0.0,15.0,427.0,427.0,0.0,0.0,0.01,29.31,29.92,4.5,4,7.0,23
1,74.0,63.0,69.0,57,62.0,0.0,4.0,428.0,428.0,0.0,0.0,0.0,29.35,30.06,10.5,4,10.9,0
2,74.0,66.0,70.0,57,63.0,0.0,5.0,428.0,428.0,0.0,0.0,0.0,29.4,30.04,11.6,4,12.2,0
1,82.0,59.0,71.0,56,63.0,0.0,6.0,428.0,428.0,0.0,0.0,0.0,29.3,30.02,6.5,10,8.0,0
2,82.0,65.0,74.0,56,63.0,0.0,9.0,428.0,428.0,0.0,0.0,0.0,29.35,30.0,7.3,9,8.7,0
1,87.0,70.0,79.0,60,66.0,0.0,14.0,429.0,429.0,0.0,0.0,0.01,29.27,29.98,5.4,9,6.7,0
2,86.0,71.0,79.0,60,67.0,0.0,14.0,429.0,429.0,0.0,0.0,0.0,29.33,29.96,6.2,10,6.8,0
1,89.0,71.0,80.0,61,68.0,0.0,15.0,430.0,430.0,0.0,0.0,0.01,29.32,30.02,3.4,19,4.3,23
2,90.0,74.0,82.0,60,68.0,0.0,17.0,430.0,430.0,0.0,0.0,0.0,29.38,30.0,2.5,19,2.7,0
1,95.0,69.0,82.0,69,74.0,0.0,17.0,431.0,431.0,0.0,0.0,0.0,29.35,30.06,6.2,22,6.4,0
2,95.0,74.0,85.0,69,74.0,0.0,20.0,431.0,431.0,0.0,0.0,0.0,29.41,30.04,6.8,23,7.2,0
1,92.0,80.0,86.0,75,78.0,0.0,21.0,432.0,432.0,0.0,0.0,0.01,29.23,29.96,10.6,25,10.8,45
2,93.0,81.0,87.0,74,77.0,0.0,22.0,432.0,432.0,0.0,0.0,0.01,29.29,29.94,11.2,24,11.7,19
1,93.0,78.0,86.0,72,76.0,0.0,21.0,433.0,433.0,0.0,0.0,0.0,29.17,29.89,4.5,7,6.2,0
2,92.0,79.0,86.0,73,77.0,0.0,21.0,433.0,433.0,0.0,0.0,0.0,29.23,29.86,3.2,6,6.6,2
1,99.0,73.0,86.0,73,77.0,0.0,21.0,433.0,433.0,0.0,0.0,0.02,29.08,29.8,9.0,23,10.7,3
2,100.0,77.0,89.0,73,77.0,0.0,24.0,433.0,433.0,0.0,0.0,0.0,29.15,29.78,7.6,23,9.9,49
1,99.0,75.0,87.0,70,76.0,0.0,22.0,434.0,434.0,0.0,0.0,0.02,29.1,29.8,6.2,28,8.8,49
2,101.0,82.0,92.0,72,77.0,0.0,27.0,434.0,434.0,0.0,0.0,0.0,29.16,29.77,5.3,26,10.0,0
1,88.0,70.0,79.0,70,73.0,0.0,14.0,435.0,435.0,0.0,0.0,1.55,29.18,29.88,1.7,9,9.0,63
2,100.0,71.0,69.0,70,74.0,0.0,4.0,435.0,435.0,0.0,0.0,0.14,29.23,29.86,3.8,10,8.2,58
1,87.0,70.0,79.0,70,73.0,0.0,14.0,436.0,436.0,0.0,0.0,6.86,29.23,29.95,0.8,30,5.3,63
2,87.0,70.0,79.0,70,73.0,0.0,14.0,436.0,436.0,0.0,0.0,0.04,29.28,29.93,0.7,20,4.9,87
1,87.0,72.0,80.0,70,73.0,0.0,15.0,437.0,437.0,0.0,0.0,0.18,29.26,29.97,1.5,23,6.4,58
2,87.0,72.0,80.0,69,72.0,0.0,15.0,437.0,437.0,0.0,0.0,0.02,29.32,29.95,0.7,20,5.7,71
1,88.0,73.0,81.0,66,71.0,0.0,16.0,438.0,438.0,0.0,0.0,0.0,29.2,29.91,3.4,32,6.5,0
2,90.0,73.0,82.0,67,71.0,0.0,17.0,438.0,438.0,0.0,0.0,0.01,29.25,29.89,2.1,35,6.1,0
1,83.0,71.0,77.0,63,68.0,0.0,12.0,439.0,439.0,0.0,0.0,0.0,29.18,29.88,6.3,5,8.5,0
2,85.0,72.0,79.0,62,68.0,0.0,14.0,439.0,439.0,0.0,0.0,0.01,29.23,29.86,5.9,6,8.0,0
1,90.0,68.0,79.0,66,70.0,0.0,14.0,440.0,440.0,0.0,0.0,0.71,29.13,29.85,6.2,16,9.5,57
2,92.0,72.0,82.0,66,71.0,0.0,17.0,440.0,440.0,0.0,0.0,0.01,29.21,29.84,6.0,16,9.9,50
1,87.0,73.0,80.0,71,74.0,0.0,15.0,441.0,441.0,0.0,0.0,0.7,29.2,29.89,3.2,23,6.8,84
2,88.0,74.0,81.0,71,74.0,0.0,16.0,441.0,441.0,0.0,0.0,0.01,29.26,29.87,3.3,21,6.8,53
1,86.0,71.0,79.0,67,71.0,0.0,14.0,442.0,442.0,0.0,0.0,0.7,29.28,29.98,4.3,4,5.9,2
2,86.0,74.0,80.0,69,72.0,0.0,15.0,442.0,442.0,0.0,0.0,0.36,29.34,29.96,3.5,4,5.6,73
1,91.0,67.0,79.0,64,70.0,0.0,14.0,443.0,443.0,0.0,0.0,0.0,29.35,30.05,2.4,13,3.4,0
2,91.0,68.0,80.0,65,71.0,0.0,15.0,443.0,443.0,0.0,0.0,0.0,29.41,30.03,2.0,11,3.4,0
1,90.0,68.0,79.0,69,73.0,0.0,14.0,444.0,444.0,0.0,0.0,0.0,29.35,30.06,4.9,25,5.0,0
2,91.0,73.0,82.0,69,73.0,0.0,17.0,444.0,444.0,0.0,0.0,0.0,29.41,30.04,4.5,23,5.0,0
1,91.0,74.0,83.0,72,75.0,0.0,18.0,445.0,445.0,0.0,0.0,0.0,29.28,29.99,4.2,27,4.9,0
2,91.0,76.0,84.0,71,75.0,0.0,19.0,445.0,445.0,0.0,0.0,0.0,29.33,29.97,3.1,25,5.9,3
1,93.0,74.0,84.0,73,76.0,0.0,19.0,446.0,446.0,0.0,0.0,0.43,29.04,29.77,8.3,21,9.1,0
2,93.0,74.0,84.0,73,77.0,0.0,19.0,446.0,446.0,0.0,0.0,0.28,29.1,29.75,8.0,20,8.5,61
1,86.0,72.0,79.0,67,71.0,0.0,14.0,447.0,447.0,0.0,0.0,0.0,29.11,29.81,6.9,2,8.0,0
2,87.0,73.0,80.0,66,71.0,0.0,15.0,447.0,447.0,0.0,0.0,0.0,29.16,29.78,9.6,1,10.3,2
1,84.0,69.0,77.0,66,69.0,0.0,12.0,448.0,448.0,0.0,0.0,0.0,29.25,29.94,5.3,5,6.0,0
2,82.0,69.0,76.0,67,70.0,0.0,11.0,448.0,448.0,0.0,0.0,0.0,29.3,29.92,4.8,5,6.7,0
1,83.0,69.0,76.0,68,71.0,0.0,11.0,449.0,449.0,0.0,0.0,0.01,29.21,29.93,4.0,5,5.5,23
2,84.0,70.0,77.0,68,71.0,0.0,12.0,449.0,449.0,0.0,0.0,0.01,29.26,29.91,5.2,7,6.0,0
1,85.0,72.0,79.0,70,72.0,0.0,14.0,450.0,450.0,0.0,0.0,0.18,29.1,29.82,2.5,5,4.0,25
2,85.0,73.0,79.0,70,72.0,0.0,14.0,450.0,450.0,0.0,0.0,0.69,29.15,29.8,1.3,3,3.7,25
1,86.0,68.0,77.0,69,71.0,0.0,12.0,451.0,451.0,0.0,0.0,0.75,29.03,29.75,4.6,27,6.4,73
2,87.0,70.0,79.0,69,72.0,0.0,14.0,451.0,451.0,0.0,0.0,0.49,29.09,29.73,3.6,26,5.6,27
1,80.0,68.0,74.0,67,69.0,0.0,9.0,452.0,452.0,0.0,0.0,0.63,29.0,29.72,4.0,4,6.2,25
2,80.0,69.0,75.0,67,70.0,0.0,10.0,452.0,452.0,0.0,0.0,0.29,29.06,29.7,2.8,6,5.8,84
1,80.0,64.0,72.0,61,66.0,0.0,7.0,453.0,453.0,0.0,0.0,0.0,28.97,29.67,10.8,28,11.1,2
2,82.0,66.0,74.0,61,66.0,0.0,9.0,453.0,453.0,0.0,0.0,0.01,29.03,29.66,11.0,27,11.6,2
1,77.0,61.0,69.0,54,61.0,0.0,4.0,454.0,454.0,0.0,0.0,0.0,29.14,29.84,7.3,31,8.7,0
2,78.0,62.0,70.0,54,61.0,0.0,5.0,454.0,454.0,0.0,0.0,0.0,29.2,29.82,4.4,31,8.0,0
1,81.0,57.0,69.0,54,61.0,0.0,4.0,455.0,455.0,0.0,0.0,0.0,29.25,29.95,2.0,24,3.0,0
2,81.0,60.0,71.0,54,61.0,0.0,6.0,455.0,455.0,0.0,0.0,0.0,29.31,29.93,2.7,23,4.2,0
1,81.0,60.0,71.0,59,64.0,0.0,6.0,456.0,456.0,0.0,0.0,0.0,29.22,29.94,8.3,19,8.5,0
2,82.0,65.0,74.0,57,64.0,0.0,9.0,456.0,456.0,0.0,0.0,0.0,29.28,29.93,8.2,19,8.4,0
1,83.0,62.0,73.0,64,66.0,0.0,8.0,457.0,457.0,0.0,0.0,0.75,29.15,29.86,3.6,27,6.7,23
2,84.0,66.0,75.0,63,66.0,0.0,10.0,457.0,457.0,0.0,0.0,0.93,29.2,29.84,5.3,24,7.8,60
1,75.0,62.0,69.0,60,63.0,0.0,4.0,458.0,458.0,0.0,0.0,0.01,29.24,29.95,10.4,36,11.7,23
2,75.0,62.0,69.0,60,63.0,0.0,4.0,458.0,458.0,0.0,0.0,0.01,29.29,29.93,11.7,35,12.6,23
1,82.0,57.0,70.0,55,62.0,0.0,5.0,459.0,459.0,0.0,0.0,0.0,29.28,29.98,2.4,2,4.9,0
2,80.0,59.0,70.0,55,62.0,0.0,5.0,459.0,459.0,0.0,0.0,0.0,29.33,29.96,2.7,5,5.2,0
1,85.0,61.0,73.0,58,64.0,0.0,8.0,500.0,500.0,0.0,0.0,0.0,29.32,30.03,2.9,18,3.9,0
2,83.0,63.0,73.0,56,63.0,0.0,8.0,500.0,500.0,0.0,0.0,0.0,29.38,30.01,2.3,18,3.0,0
1,83.0,62.0,73.0,63,67.0,0.0,8.0,501.0,501.0,0.0,0.0,0.0,29.31,30.02,5.6,22,6.0,0
2,83.0,65.0,74.0,61,67.0,0.0,9.0,501.0,501.0,0.0,0.0,0.0,29.36,30.01,6.0,21,6.2,0
1,84.0,67.0,76.0,60,66.0,0.0,11.0,502.0,502.0,0.0,0.0,0.0,29.23,29.96,2.3,4,5.2,0
2,85.0,71.0,78.0,62,67.0,0.0,13.0,502.0,502.0,0.0,0.0,0.0,29.28,29.94,2.8,7,5.2,19
1,87.0,64.0,76.0,63,68.0,0.0,11.0,503.0,503.0,0.0,0.0,0.0,29.18,29.89,3.3,14,5.2,0
2,86.0,67.0,77.0,62,68.0,0.0,12.0,503.0,503.0,0.0,0.0,0.0,29.23,29.87,4.7,13,5.8,0
1,80.0,66.0,73.0,67,69.0,0.0,8.0,504.0,504.0,0.0,0.0,1.11,29.22,29.92,1.3,21,3.4,42
2,79.0,68.0,74.0,67,69.0,0.0,9.0,504.0,504.0,0.0,0.0,0.39,29.28,29.9,2.0,16,4.9,84
1,80.0,64.0,72.0,58,63.0,0.0,7.0,505.0,505.0,0.0,0.0,0.01,29.26,29.97,8.0,32,8.5,23
2,81.0,66.0,74.0,58,64.0,0.0,9.0,505.0,505.0,0.0,0.0,0.01,29.32,29.95,7.0,32,7.6,25
1,82.0,59.0,71.0,59,64.0,0.0,6.0,506.0,506.0,0.0,0.0,0.0,29.3,30.02,1.6,26,4.1,0
2,82.0,61.0,72.0,59,64.0,0.0,7.0,506.0,506.0,0.0,0.0,0.0,29.36,30.01,0.7,8,3.5,0
1,73.0,62.0,68.0,63,65.0,0.0,3.0,508.0,508.0,0.0,0.0,0.65,29.1,29.86,9.1,20,9.8,73
2,74.0,66.0,70.0,62,65.0,0.0,5.0,508.0,508.0,0.0,0.0,0.4,29.18,29.86,8.4,20,9.5,84
1,92.0,69.0,81.0,65,70.0,0.0,16.0,509.0,509.0,0.0,0.0,0.0,28.99,29.7,8.2,27,10.7,2
2,91.0,70.0,81.0,65,70.0,0.0,16.0,509.0,509.0,0.0,0.0,0.0,29.05,29.68,8.1,25,11.0,0
1,83.0,64.0,74.0,59,64.0,0.0,9.0,510.0,510.0,0.0,0.0,0.0,29.26,29.95,4.1,36,7.3,0
2,80.0,65.0,73.0,59,64.0,0.0,8.0,510.0,510.0,0.0,0.0,0.0,29.33,29.93,3.1,2,7.0,0
1,83.0,59.0,71.0,58,63.0,0.0,6.0,511.0,511.0,0.0,0.0,0.0,29.26,29.98,1.9,26,3.3,0
2,83.0,61.0,72.0,58,64.0,0.0,7.0,511.0,511.0,0.0,0.0,0.0,29.32,29.97,1.2,20,3.4,0
1,81.0,64.0,73.0,62,66.0,0.0,8.0,512.0,512.0,0.0,0.0,0.0,29.21,29.93,8.2,2,9.2,0
2,83.0,67.0,75.0,61,66.0,0.0,10.0,512.0,512.0,0.0,0.0,0.0,29.26,29.91,8.1,1,9.3,0
1,77.0,61.0,69.0,57,61.0,0.0,4.0,513.0,513.0,0.0,0.0,0.0,29.22,29.93,7.0,2,7.9,0
2,77.0,61.0,69.0,55,61.0,0.0,4.0,513.0,513.0,0.0,0.0,0.0,29.26,29.91,8.5,1,9.2,0
1,79.0,59.0,69.0,56,62.0,0.0,4.0,514.0,514.0,0.0,0.0,0.0,29.31,30.01,1.4,2,3.5,0
2,78.0,61.0,70.0,57,62.0,0.0,5.0,514.0,514.0,0.0,0.0,0.0,29.36,30.0,1.1,6,4.2,0
1,76.0,61.0,69.0,56,62.0,0.0,4.0,515.0,515.0,0.0,0.0,0.04,29.33,30.03,5.3,15,6.3,23
2,79.0,64.0,72.0,54,61.0,0.0,7.0,515.0,515.0,0.0,0.0,0.02,29.38,30.02,5.9,15,6.8,23
1,87.0,65.0,76.0,64,68.0,0.0,11.0,516.0,516.0,0.0,0.0,0.01,29.23,29.95,5.4,17,8.3,23
2,88.0,65.0,77.0,64,69.0,0.0,12.0,516.0,516.0,0.0,0.0,0.05,29.29,29.94,5.4,17,7.4,0
1,93.0,71.0,82.0,71,75.0,0.0,17.0,517.0,517.0,0.0,0.0,0.0,29.2,29.91,5.2,21,5.9,0
2,94.0,74.0,84.0,70,75.0,0.0,19.0,517.0,517.0,0.0,0.0,0.0,29.26,29.89,5.8,21,6.3,0
1,92.0,76.0,84.0,69,74.0,0.0,19.0,518.0,518.0,0.0,0.0,0.0,29.18,29.89,4.9,22,7.4,19
2,94.0,79.0,87.0,69,74.0,0.0,22.0,518.0,518.0,0.0,0.0,0.01,29.24,29.87,4.0,20,6.6,0
1,89.0,69.0,79.0,67,71.0,0.0,14.0,519.0,519.0,0.0,0.0,0.02,29.16,29.87,2.5,29,6.2,27
2,87.0,71.0,79.0,68,71.0,0.0,14.0,519.0,519.0,0.0,0.0,0.15,29.21,29.85,1.2,20,5.7,0
1,73.0,58.0,66.0,54,60.0,0.0,1.0,520.0,520.0,0.0,0.0,0.0,29.24,29.94,10.5,32,11.5,0
2,74.0,60.0,67.0,55,61.0,0.0,2.0,520.0,520.0,0.0,0.0,0.01,29.29,29.92,10.7,32,11.5,23
1,65.0,52.0,59.0,45,52.0,6.0,0.0,521.0,521.0,0.0,0.0,0.0,29.39,30.1,14.2,1,14.8,0
2,67.0,53.0,60.0,46,53.0,5.0,0.0,521.0,521.0,0.0,0.0,0.01,29.43,30.07,15.9,36,16.6,0
1,66.0,51.0,59.0,46,52.0,6.0,0.0,522.0,522.0,0.0,0.0,0.0,29.44,30.16,9.5,3,10.1,0
2,66.0,57.0,62.0,47,54.0,3.0,0.0,522.0,522.0,0.0,0.0,0.0,29.49,30.14,13.8,4,14.3,0
1,70.0,52.0,61.0,47,54.0,4.0,0.0,523.0,523.0,0.0,0.0,0.0,29.42,30.16,10.2,1,10.8,0
2,70.0,58.0,64.0,47,55.0,1.0,0.0,523.0,523.0,0.0,0.0,0.0,29.47,30.13,12.4,2,13.3,0
1,75.0,57.0,66.0,53,59.0,0.0,1.0,524.0,524.0,0.0,0.0,0.01,29.34,29.97,13.0,2,13.4,23
2,74.0,62.0,68.0,54,59.0,0.0,3.0,524.0,524.0,0.0,0.0,0.06,29.36,30.03,14.9,2,15.2,35
1,72.0,60.0,66.0,60,62.0,0.0,1.0,525.0,525.0,0.0,0.0,0.02,29.23,29.96,8.2,4,8.3,23
2,72.0,64.0,68.0,61,63.0,0.0,3.0,525.0,525.0,0.0,0.0,0.11,29.28,29.94,7.9,4,8.4,25
1,78.0,56.0,67.0,59,62.0,0.0,2.0,526.0,526.0,0.0,0.0,0.0,29.29,30.0,0.9,14,3.1,2
2,76.0,58.0,67.0,60,63.0,0.0,2.0,526.0,526.0,0.0,0.0,0.01,29.34,29.99,0.9,14,2.0,13
1,83.0,57.0,70.0,59,63.0,0.0,5.0,527.0,527.0,0.0,0.0,0.0,29.27,29.99,5.1,27,5.5,2
2,83.0,60.0,72.0,59,64.0,0.0,7.0,527.0,527.0,0.0,0.0,0.0,29.33,29.98,4.3,25,4.7,2
1,86.0,64.0,75.0,59,65.0,0.0,10.0,528.0,528.0,0.0,0.0,0.0,29.18,29.91,10.5,23,10.9,0
2,86.0,64.0,75.0,59,65.0,0.0,10.0,528.0,528.0,0.0,0.0,0.0,29.24,29.9,9.2,23,9.3,0
1,73.0,56.0,65.0,54,59.0,0.0,0.0,529.0,529.0,0.0,0.0,0.0,29.2,29.9,4.9,31,8.7,4
2,76.0,58.0,67.0,55,61.0,0.0,2.0,529.0,529.0,0.0,0.0,0.0,29.26,29.89,3.4,31,7.8,20
1,58.0,47.0,53.0,43,49.0,12.0,0.0,530.0,530.0,0.0,0.0,0.08,29.39,30.09,6.3,34,7.3,28
2,60.0,48.0,54.0,45,51.0,11.0,0.0,530.0,530.0,0.0,0.0,0.01,29.47,29.97,6.0,32,8.1,28
1,59.0,42.0,51.0,35,44.0,14.0,0.0,531.0,531.0,0.0,0.0,0.0,29.61,30.33,7.4,1,8.5,0
2,60.0,44.0,52.0,36,45.0,13.0,0.0,531.0,531.0,0.0,0.0,0.0,29.67,30.32,7.2,36,9.0,0
1,58.0,46.0,52.0,40,47.0,13.0,0.0,532.0,532.0,0.0,0.0,0.0,29.59,30.33,1.4,8,3.3,0
2,59.0,48.0,54.0,38,47.0,11.0,0.0,532.0,532.0,0.0,0.0,0.0,29.65,30.33,2.6,13,3.7,0
1,68.0,50.0,59.0,45,52.0,6.0,0.0,533.0,533.0,0.0,0.0,0.0,29.53,30.27,7.7,11,8.9,0
2,69.0,52.0,61.0,44,52.0,4.0,0.0,533.0,533.0,0.0,0.0,0.0,29.59,30.27,8.7,11,9.6,0
1,65.0,55.0,60.0,55,57.0,5.0,0.0,535.0,535.0,0.0,0.0,0.43,29.34,30.11,8.9,15,9.5,35
2,66.0,56.0,61.0,54,57.0,4.0,0.0,535.0,535.0,0.0,0.0,0.34,29.41,30.11,7.4,14,8.0,35
1,69.0,54.0,62.0,58,60.0,3.0,0.0,536.0,536.0,0.0,0.0,0.24,29.24,29.96,4.1,29,5.8,25
2,68.0,56.0,62.0,58,60.0,3.0,0.0,536.0,536.0,0.0,0.0,0.41,29.3,29.96,3.8,26,5.8,25
1,74.0,49.0,62.0,54,58.0,3.0,0.0,537.0,537.0,0.0,0.0,0.0,29.26,29.97,7.3,18,7.3,22
2,75.0,53.0,64.0,54,58.0,1.0,0.0,537.0,537.0,0.0,0.0,0.01,29.33,29.99,5.8,17,6.1,12
1,71.0,56.0,64.0,49,56.0,1.0,0.0,538.0,538.0,0.0,0.0,0.01,29.23,29.95,10.2,25,11.0,23
2,72.0,57.0,65.0,49,56.0,0.0,0.0,538.0,538.0,0.0,0.0,0.01,29.29,29.94,9.4,24,10.3,0
1,64.0,51.0,58.0,47,52.0,7.0,0.0,539.0,539.0,0.0,0.0,0.0,29.36,30.08,4.6,27,6.9,0
2,63.0,53.0,58.0,47,52.0,7.0,0.0,539.0,539.0,0.0,0.0,0.0,29.42,30.08,6.5,25,7.2,0
1,62.0,48.0,55.0,44,49.0,10.0,0.0,540.0,540.0,0.0,0.0,0.0,29.33,30.06,5.9,36,7.0,0
2,62.0,48.0,55.0,46,51.0,10.0,0.0,540.0,540.0,0.0,0.0,0.02,29.38,30.05,4.1,36,6.4,23
1,62.0,51.0,57.0,49,51.0,8.0,0.0,541.0,541.0,0.0,0.0,0.14,29.26,29.99,3.6,3,4.6,25
2,63.0,51.0,57.0,48,52.0,8.0,0.0,541.0,541.0,0.0,0.0,0.07,29.31,29.98,2.9,4,5.3,25
1,64.0,51.0,58.0,53,55.0,7.0,0.0,542.0,542.0,0.0,0.0,0.08,29.13,29.87,4.1,14,5.5,23
2,65.0,53.0,59.0,53,55.0,6.0,0.0,542.0,542.0,0.0,0.0,0.23,29.18,29.87,4.7,13,5.8,25
1,60.0,53.0,57.0,51,53.0,8.0,0.0,543.0,543.0,0.0,0.0,1.21,28.92,29.65,8.8,18,15.4,25
2,63.0,53.0,58.0,50,53.0,7.0,0.0,543.0,543.0,0.0,0.0,0.9,28.98,29.65,8.1,19,12.4,25
1,63.0,54.0,59.0,53,55.0,6.0,0.0,544.0,544.0,0.0,0.0,0.31,29.0,29.71,4.3,6,8.3,25
2,63.0,54.0,59.0,53,55.0,6.0,0.0,544.0,544.0,0.0,0.0,0.25,29.05,29.7,2.4,5,7.1,25
1,63.0,53.0,58.0,54,55.0,7.0,0.0,545.0,545.0,0.0,0.0,0.77,29.07,29.78,6.5,32,7.0,25
2,64.0,53.0,59.0,54,55.0,6.0,0.0,545.0,545.0,0.0,0.0,0.15,29.12,29.77,5.7,32,6.7,25
1,66.0,49.0,58.0,51,53.0,7.0,0.0,546.0,546.0,0.0,0.0,0.06,28.98,29.7,11.7,28,13.5,25
2,66.0,51.0,59.0,50,54.0,6.0,0.0,546.0,546.0,0.0,0.0,0.09,29.03,29.7,11.2,27,12.7,35
1,57.0,45.0,51.0,41,47.0,14.0,0.0,547.0,547.0,0.0,0.0,0.09,29.32,30.01,14.6,34,15.0,23
2,58.0,47.0,53.0,42,47.0,12.0,0.0,547.0,547.0,0.0,0.0,0.17,29.37,30.0,15.4,34,16.3,23
